token	freq	candidates	local_verdict	local_value	sonnet_verdict	sonnet_value	agree
continuea	16	continue,continued	FIX	continue	FIX	continued	Y
regwar	16	regear	GARBAGE		GARBAGE		Y
nincty-nine	16		FIX	ninety-nine	FIX	ninety-nine	Y
rently	16	gently	FIX	gently	FIX	currently	Y
aduit	16	adult,audit	FIX	adult	FIX	adult	Y
tweuty-five	16		FIX	twenty-five	FIX	twenty-five	Y
subpartnership	16		GARBAGE		KEEP	subpartnership	N
conunission	16		FIX	commission	FIX	commission	Y
viduals	16	visuals	FIX	individuals	FIX	individuals	Y
zations	16	nations,cations	FIX	cations	FIX	organizations	Y
eates	16	rates,dates	FIX	rates	FIX	rates	Y
aiong	16	along,among	FIX	along	FIX	along	Y
extraordi	16		GARBAGE		FIX	extraordinary	N
determma	16		GARBAGE		FIX	determine	N
vellow	16	yellow,fellow	FIX	yellow	FIX	yellow	Y
createc	16	created,create	FIX	created	FIX	created	Y
rodmen	16	hodmen	NAME	rodmen	FIX	rodmen	N
forty-fifti	16		GARBAGE		FIX	forty-fifth	N
adcled	16	addled	GARBAGE		FIX	added	N
culiforma	16	cubiform	FIX	california	NAME	California	N
fihng	16	filing,ing	FIX	filing	FIX	filing	Y
tinuously	16	sinuously,tenuously	FIX	continuously	FIX	continuously	Y
ealls	16	falls,walls	FIX	falls	FIX	calls	Y
supplementa	16	supplemental,supplement	FIX	supplemental	FIX	supplemental	Y
iail	16	mail,jail	FIX	jail	FIX	jail	Y
chloralhydrate	16		NAME	chloralhydrate	FIX	chloral hydrate	N
mellifica	16		NAME	mellifica	KEEP	mellifica	N
engagec	16	engaged,engage	FIX	engaged	FIX	engaged	Y
reation	16	creation,relation	FIX	creation	FIX	creation	Y
vahdation	16	valuation,vacation	FIX	valuation	FIX	validation	Y
sacramentosan	16		NAME	Sacramento San	GARBAGE		N
wauenreas	16		GARBAGE		GARBAGE		Y
acquirec	16	acquired,acquire	FIX	acquired	FIX	acquired	Y
carmenita	16	armenia,carmelite	NAME	carmenita	NAME	Carmenita	Y
henholder	16	penholder	FIX	penholder	FIX	lienholder	Y
weybret	16		GARBAGE		NAME	Weybret	N
nonendowment	16		GARBAGE		KEEP	nonendowment	N
ketobemidone	16		GARBAGE		KEEP	ketobemidone	N
proraters	16	prorates	FIX	prorates	KEEP	proraters	N
ceeeeeeeeeeee	16		GARBAGE		GARBAGE		Y
clawings	16	clawing	FIX	clawing	KEEP	clawings	N
guajome	16		NAME	guajome	NAME	Guajome	Y
simnia	16	sonia,siena	NAME	simnia	NAME	Simnia	Y
semicossyphus	16		GARBAGE		KEEP	semicossyphus	N
juaneno	16		NAME	juaneno	NAME	Juaneno	Y
acjachemen	16		NAME	acjachemen	NAME	Acjachemen	Y
eeneeeeeee	16		GARBAGE		GARBAGE		Y
eeneeeeeeereeers	16		GARBAGE		GARBAGE		Y
olazar	16	lazar	FIX	lazar	NAME	Olazar	N
noncancelable	16		GARBAGE		KEEP	noncancelable	N
alosta	16	acosta,alost	NAME	acosta	NAME	Alosta	Y
comptche	16	comanche,campeche	NAME	comptche	NAME	Comptche	Y
subgovernment	16		GARBAGE		KEEP	subgovernment	N
shellstock	16		GARBAGE		KEEP	shellstock	N
aesdp	16	aesop	FIX	aesop	GARBAGE		N
garrapata	16		GARBAGE		NAME	Garrapata	N
mdso	16	miso	FIX	miso	GARBAGE		N
xitib	16	titi,titis	NAME	titi	GARBAGE		N
hmuted	16	muted	FIX	muted	FIX	limited	Y
preaudit	16	plaudit,preadult	GARBAGE		KEEP	pre-audit	N
aquaculturists	16	aquaculturist	FIX	aquaculturist	FIX	aquaculturists	Y
nontransit	16		GARBAGE		KEEP	nontransit	N
outstationing	16		GARBAGE		KEEP	outstationing	N
xijia	16	fiji,cilia	NAME	fiji	GARBAGE		N
levopropoxyphene	16		GARBAGE		KEEP	levopropoxyphene	N
moramide-intermediate	16		GARBAGE		KEEP	moramide-intermediate	N
ssorion	15	orion,chorion	NAME	orion	FIX	section	N
vious	15	virus,vinous	FIX	virus	FIX	previous	Y
piration	15	portion,operation	FIX	portion	FIX	expiration	Y
gatary	15	tatary,datary	GARBAGE		GARBAGE		Y
cxxxii	15		KEEP	cxxxii	KEEP	cxxxii	Y
lxxxviii	15		KEEP	lxxxviii	KEEP	lxxxviii	Y
clvii	15	civil,claim	FIX	civil	KEEP	clvii	N
clxxv	15		KEEP	clxxv	KEEP	clxxv	Y
clxxix	15		KEEP	clxxix	KEEP	clxxix	Y
clxxxiv	15		KEEP	clxxxiv	KEEP	clxxxiv	Y
ccxxii	15		KEEP	ccxxii	KEEP	ccxxii	Y
ccxlix	15	calix,cylix	NAME	calix	KEEP	ccxlix	N
cclix	15	calix,cylix	NAME	calix	KEEP	cclix	N
maae	15	made,make	FIX	made	FIX	made	Y
replank	15	replant	FIX	replant	FIX	replant	Y
destruc	15	destruct	KEEP	destruct	FIX	destruct	N
clviii	15		GARBAGE		KEEP	clviii	N
bzc	15	bic	GARBAGE		GARBAGE		Y
reeset	15	reese,reset	FIX	reset	FIX	reset	Y
seseee	15	lessee,severe	GARBAGE		FIX	lessee	N
aaca	15	abaca	GARBAGE		GARBAGE		Y
ceeeeeees	15		GARBAGE		GARBAGE		Y
seeeeeeee	15		GARBAGE		GARBAGE		Y
clxviii	15		GARBAGE		KEEP	clxviii	N
apie	15	pie,ape	FIX	ape	FIX	apiece	Y
siven	15	given,seven	FIX	given	FIX	given	Y
suscol	15	succor,cusco	GARBAGE		NAME	Suscol	N
resnit	15	reknit,resit	FIX	reknit	GARBAGE		N
commanderin-chief	15		KEEP	commanderin-chief	FIX	commander-in-chief	N
ient	15	cent,rent	FIX	cent	FIX	client	Y
gnid	15	enid,grid	GARBAGE		NAME	Enid	N
hydesville	15		NAME	hydesville	NAME	Hydesville	Y
approprialars	15	appropriators	FIX	appropriators	FIX	appropriators	Y
enurt	15	enure	FIX	enure	FIX	court	Y
cyual	15	equal,actual	FIX	equal	FIX	equal	Y
eligi	15	eli,align	GARBAGE		FIX	eligible	N
enghsh	15	english,eighth	FIX	english	FIX	english	Y
precita	15	recite,recital	FIX	recite	NAME	Precita	N
scnute	15	scute	FIX	scute	FIX	statute	Y
proceding	15	preceding,proceeding	FIX	proceeding	FIX	proceeding	Y
disere	15	disease,desire	FIX	disease	FIX	disease	Y
tioning	15	tinning,toning	GARBAGE		FIX	rationing	N
exeenting	15	extending,excepting	FIX	extending	FIX	excepting	Y
duily	15	duly,daily	FIX	duly	FIX	duly	Y
vreated	15	created,treated	FIX	created	FIX	created	Y
olema	15	ulema	NAME	Olema	NAME	Olema	Y
veying	15	vexing,eying	GARBAGE		FIX	conveying	N
matiposa	15		NAME	Mariposa	NAME	Mariposa	Y
bercby	15	bercy	NAME	bercy	FIX	hereby	N
artment	15	apartment,argument	FIX	apartment	FIX	department	Y
srcriox	15		GARBAGE		GARBAGE		Y
neunaber	15		NAME	Neunaber	NAME	Neunaber	Y
ohleyer	15	obeyer,volleyer	GARBAGE		NAME	Ohleyer	N
vacquerel	15	becquerel,lacquered	NAME	Becquerel	NAME	Vacquerel	Y
appropia	15		GARBAGE		FIX	appropriation	N
subinit	15	subunit	FIX	subunit	FIX	submit	Y
inatters	15	natters	GARBAGE		FIX	matters	N
woless	15	unless,less	FIX	unless	FIX	unless	Y
fisce	15	fisc,fiscs	GARBAGE		FIX	fisc	N
bined	15	mined,fined	FIX	fined	FIX	combined	Y
ventions	15	mentions	FIX	mentions	FIX	conventions	Y
cifically	15	civically	GARBAGE		FIX	specifically	N
neuces	15	deuces	FIX	deuces	GARBAGE		N
inatter	15	natter	FIX	natter	FIX	matter	Y
muenter	15	muenster	FIX	muenster	NAME	Muenter	N
compensashall	15		GARBAGE		GARBAGE		Y
orestimba	15		GARBAGE		NAME	Orestimba	N
pened	15	opened,pended	FIX	opened	FIX	opened	Y
yment	15	ament	FIX	ament	FIX	payment	Y
sced	15	sued,seed	FIX	seed	FIX	sued	Y
pedrotti	15		NAME	pedrotti	NAME	Pedrotti	Y
inseet	15	insert,insect	FIX	insert	FIX	insect	Y
anrum	15	antrum,arum	GARBAGE		FIX	antrum	N
crossarms	15	crossarm	KEEP	crossarms	KEEP	crossarms	Y
wauersas	15		GARBAGE		GARBAGE		Y
unincorpo	15		GARBAGE		FIX	unincorporated	N
charicr	15	charier	FIX	charier	FIX	charter	Y
ssary	15	scary	GARBAGE		FIX	necessary	N
crade	15	grade,trade	FIX	grade	FIX	grade	Y
commenemg	15		GARBAGE		FIX	commencing	N
whcle	15	while,whole	FIX	whole	FIX	whole	Y
operatior	15	operation,operator	FIX	operator	FIX	operation	Y
amendme	15	amended,amend	FIX	amended	FIX	amendment	Y
stuls	15	stubs,studs	FIX	stubs	FIX	stubs	Y
therce	15	there,thence	FIX	there	FIX	thence	Y
newseetion	15		GARBAGE		GARBAGE		Y
vcting	15	voting,acting	FIX	voting	FIX	voting	Y
jurisdict	15	juristic,juridic	FIX	juridic	FIX	jurisdiction	Y
wacreas	15	whereas,areas	FIX	whereas	FIX	whereas	Y
mamme	15	mamie,mamma	NAME	Mamie	FIX	mammae	N
encum	15	incur,centum	GARBAGE		FIX	encumbrance	N
assessme	15	assessment,assessed	FIX	assessment	FIX	assessment	Y
appheaton	15	appleton	NAME	appleton	NAME	Appleton	Y
tributor	15	tribute,tributary	FIX	tribute	FIX	contributor	Y
pped	15	pied,pled	GARBAGE		FIX	clipped	N
annlied	15	applied,annexed	FIX	applied	FIX	applied	Y
pursuar	15	pursuer	GARBAGE		FIX	pursuant	N
luitwieler	15		GARBAGE		NAME	Luitwieler	N
tender-meated	15		GARBAGE		KEEP	tender-meated	N
cceeeeeeeeeee	15		GARBAGE		GARBAGE		Y
ceeeeeeeeeeeee	15		GARBAGE		GARBAGE		Y
preapprentice	15		GARBAGE		KEEP	pre-apprentice	N
eeeneee	15		GARBAGE		GARBAGE		Y
grpi	15	grip	FIX	grip	FIX	grip	Y
calstars-related	15		GARBAGE		NAME	CalSTARS-related	N
usdva	15	suva,siva	GARBAGE		GARBAGE		Y
reusers	15	reuses,reuters	FIX	reuses	KEEP	reusers	N
noncommunications-related	15		GARBAGE		KEEP	noncommunications-related	N
erenene	15	renee,greene	NAME	Renee	GARBAGE		N
tracen	15	trace,traced	FIX	trace	FIX	traced	Y
piperidinocyclohexane	15		GARBAGE		KEEP	piperidinocyclohexane	N
czuleger	15		GARBAGE		NAME	Czuleger	N
sbbem	15	seem,stem	FIX	seem	FIX	seem	Y
mitial	15	initial,mutual	FIX	initial	FIX	initial	Y
davis-dolwig	15		NAME	Davis-Dolwig	NAME	Davis-Dolwig	Y
noncollege	15		KEEP	noncollege	KEEP	noncollege	Y
leshe	15	leste,lethe	GARBAGE		NAME	Leshe	N
chloroephedrine	15		GARBAGE		KEEP	chloroephedrine	N
chloropseudoephedrine	15		GARBAGE		KEEP	chloropseudoephedrine	N
nonyard	15	nonfarm,onward	KEEP	nonyard	GARBAGE		N
seera	15	seer,seers	FIX	seer	FIX	seer	Y
subschedules	15		GARBAGE		KEEP	subschedules	N
nondosage	15		GARBAGE		KEEP	nondosage	N
diphenylpropane-carboxylic	15		GARBAGE		KEEP	diphenylpropane-carboxylic	N
pheresis	15	apheresis	FIX	apheresis	FIX	apheresis	Y
clxxii	14		KEEP	clxxii	KEEP	clxxii	Y
cciii	14	chili,acini	KEEP	cciii	KEEP	cciii	Y
onap	14	nap,snap	FIX	nap	GARBAGE		N
disaffirmed	14	disaffirm	FIX	disaffirm	KEEP	disaffirmed	N
plicant	14	pliant	FIX	pliant	FIX	applicant	Y
amenem	14	amended,amend	FIX	amended	FIX	amended	Y
cxxxviii	14		KEEP	cxxxviii	KEEP	cxxxviii	Y
ision	14	sion,vision	FIX	vision	FIX	vision	Y
orany	14	oran,orang	GARBAGE		GARBAGE		Y
eete	14	rete,pete	GARBAGE		GARBAGE		Y
clxxxix	14		KEEP	clxxxix	KEEP	clxxxix	Y
cxcv	14	coca,csc	KEEP	cxcv	KEEP	cxcv	Y
ccxiv	14		KEEP	ccxiv	KEEP	ccxiv	Y
breuner	14	brenner,breuer	NAME	Breuner	NAME	Breuner	Y
xviti	14	vita,titi	GARBAGE		GARBAGE		Y
siaty-eight	14		FIX	eighty-eight	FIX	sixty-eight	Y
fanding	14	funding,finding	FIX	funding	FIX	funding	Y
nently	14	gently,neatly	FIX	neatly	FIX	gently	Y
cclxiv	14		KEEP	cclxiv	KEEP	cclxiv	Y
cccxx	14	coccyx	GARBAGE		KEEP	cccxx	N
cxcvii	14		KEEP	cxcvii	KEEP	cxcvii	Y
censee	14	cense,censed	FIX	cense	FIX	licensee	Y
fitle	14	title,file	FIX	title	FIX	title	Y
cereee	14	creek,career	GARBAGE		GARBAGE		Y
clxxxii	14		KEEP	clxxxii	KEEP	clxxxii	Y
cclxx	14	calyx,calix	GARBAGE		KEEP	cclxx	N
tached	14	taches,tache	GARBAGE		FIX	attached	N
soners	14	toners,sones	GARBAGE		FIX	prisoners	N
jevicd	14	levied,device	FIX	levied	FIX	levied	Y
towit	14	twit,tobit	KEEP	towit	FIX	to-wit	N
tating	14	taking,stating	FIX	taking	FIX	stating	Y
cuact	14	coact	GARBAGE		GARBAGE		Y
iability	14	liability,ability	FIX	liability	FIX	liability	Y
pranted	14	granted,printed	FIX	granted	FIX	granted	Y
eeer	14	ever,beer	GARBAGE		GARBAGE		Y
cxxxvi	14		KEEP	cxxxvi	KEEP	cxxxvi	Y
gioners	14	goners	GARBAGE		FIX	petitioners	N
fifly-nine	14		FIX	fifty-nine	FIX	fifty-nine	Y
represcnicd	14		FIX	represented	FIX	represented	Y
sarily	14	scarily,warily	FIX	necessarily	FIX	necessarily	Y
tised	14	tied,tiled	FIX	tied	FIX	advertised	Y
exceuting	14	excepting,executing	FIX	executing	FIX	executing	Y
cccccee	14		GARBAGE		GARBAGE		Y
plice	14	place,police	FIX	police	FIX	police	Y
xil	14	oil,xi	FIX	oil	GARBAGE		N
rohnerville	14		NAME	Rohnerville	NAME	Rohnerville	Y
ership	14	reship	FIX	ownership	FIX	ownership	Y
shect	14	sheet,sect	FIX	sheet	FIX	sheet	Y
ccxii	14		GARBAGE		KEEP	ccxii	N
niember	14	member,number	FIX	member	FIX	member	Y
cellaneous	14		GARBAGE		FIX	miscellaneous	N
twenty-sicth	14		FIX	twenty-sixth	FIX	twenty-sixth	Y
snown	14	known,shown	FIX	shown	FIX	known	Y
gocs	14	goes,docs	FIX	goes	FIX	goes	Y
euled	14	ruled,puled	FIX	ruled	FIX	ruled	Y
fitng	14	filing,ing	FIX	filing	FIX	filing	Y
appren	14	apples,apparent	FIX	apparent	FIX	apprentice	Y
assessmer	14	assessment,assessed	FIX	assessment	FIX	assessment	Y
theretn	14	thereto,therein	FIX	thereto	FIX	therein	Y
ulation	14	elation	GARBAGE		FIX	regulation	N
bursed	14	burned,buried	FIX	buried	FIX	reimbursed	Y
miums	14	mums	GARBAGE		FIX	premiums	N
ppoint	14	appoint,point	FIX	appoint	FIX	appoint	Y
munict	14	munich	FIX	munich	FIX	municipal	Y
sausal	14	causal	GARBAGE		NAME	Sausal	N
indorsees	14	indorses	FIX	indorses	KEEP	indorsees	N
resewering	14	reseeding,resewing	FIX	reseeding	FIX	resewering	Y
nexation	14	negation,vexation	FIX	negation	FIX	annexation	Y
preemets	14	preempts	FIX	preempts	FIX	preempts	Y
billheads	14	billhead,bullheads	GARBAGE		KEEP	billheads	N
jeneth	14	length,tenth	FIX	length	FIX	length	Y
fifty-cighth	14		GARBAGE		FIX	fifty-eighth	N
eonneil	14	donnell,neil	NAME	O'Neill	NAME	O'Neill	Y
jies	14	ties,dies	FIX	ties	FIX	ties	Y
containmg	14	contained,contain	FIX	contained	FIX	containing	Y
eutting	14	cutting,putting	FIX	cutting	FIX	cutting	Y
rernain	14	certain,remain	FIX	remain	FIX	remain	Y
horized	14	horned,horizon	GARBAGE		FIX	authorized	N
ofteers	14	others,offers	FIX	others	FIX	officers	Y
sixty-cighth	14		GARBAGE		FIX	sixty-eighth	N
protempore	14		KEEP	protempore	FIX	pro-tempore	N
hearmes	14	hearses,hermes	GARBAGE		GARBAGE		Y
msuranee	14	suwanee	GARBAGE		FIX	insurance	N
praving	14	paving,proving	FIX	paving	FIX	paving	Y
hibiting	14	limiting,visiting	FIX	limiting	FIX	prohibiting	Y
nnee	14	knee	FIX	knee	FIX	knee	Y
mvolved	14	evolved	FIX	evolved	FIX	involved	Y
mittees	14	mittens	GARBAGE		FIX	committees	N
waurreas	14	warrens	FIX	warrens	FIX	whereas	Y
forty-fiftii	14		FIX	forty-fifth	FIX	forty-fifth	Y
pauciflorus	14		GARBAGE		KEEP	pauciflorus	N
retam	14	ream	FIX	ream	FIX	retain	Y
astnet	14	asset,assent	FIX	asset	FIX	assent	Y
advertismg	14	advertising,advertise	FIX	advertising	FIX	advertising	Y
shanock	14	hancock,shock	NAME	hancock	NAME	Hancock	Y
chauf	14	chaff	FIX	chaff	FIX	chauffeur	Y
appropriawise	14		GARBAGE		GARBAGE		Y
appropiia	14		GARBAGE		FIX	appropriation	N
nulk	14	bulk,null	FIX	bulk	FIX	bulk	Y
roneovieri	14		GARBAGE		GARBAGE		Y
vross	14	gross,cross	FIX	gross	FIX	gross	Y
nonconsumptive	14		GARBAGE		KEEP	nonconsumptive	N
tionality	14	tonality	FIX	tonality	FIX	nationality	Y
mscal	14	mescal	FIX	mescal	FIX	fiscal	Y
sials	14	seals,rials	FIX	seals	FIX	serials	Y
reurement	14	recrement	GARBAGE		FIX	requirement	N
admmstra	14		GARBAGE		FIX	administration	N
neously	14	onerously,nervously	FIX	onerously	FIX	simultaneously	Y
ownec	14	owner,owned	FIX	owner	FIX	owned	Y
chargec	14	charge,charges	FIX	charge	FIX	charged	Y
alloca	14	allow,allocate	FIX	allocate	FIX	allocate	Y
loara	14	lara,lora	NAME	lara	NAME	Loara	Y
solstitialis	14	solstitial	FIX	solstitial	KEEP	solstitialis	N
nonpark	14	nonfarm,nonary	FIX	nonfarm	KEEP	nonpark	N
taxdeeded	14		GARBAGE		KEEP	tax-deeded	N
mutolo	14	mutely,mutule	GARBAGE		GARBAGE		Y
nonlicensee	14		KEEP	nonlicensee	KEEP	nonlicensee	Y
inacounty	14		GARBAGE		FIX	in a county	N
luckel	14	lucked	FIX	lucked	GARBAGE		N
soupfin	14	souping,on	FIX	souping	KEEP	soupfin	N
moabi	14	moab	NAME	Moab	NAME	Moabi	Y
hsting	14	hosting,sting	FIX	hosting	FIX	hosting	Y
resoluti	14	resolute	FIX	resolute	FIX	resolution	Y
wnting	14	wanting,anting	FIX	wanting	FIX	writing	Y
tamiasciurus	14		NAME	Tamiasciurus	KEEP	tamiasciurus	N
proqian	14	propman,protean	GARBAGE		FIX	program	N
conservahon	14	conservation,conservator	FIX	conservation	FIX	conservation	Y
ippb	14	pub,pipe	GARBAGE		GARBAGE		Y
noncohabiting	14		KEEP	noncohabiting	KEEP	noncohabiting	Y
itahes	14	itches	FIX	itches	FIX	itches	Y
clylp	14	clyde,clip	NAME	Clyde	GARBAGE		N
munemori	14		NAME	Munemori	NAME	Munemori	Y
cupas	14	cups,upas	FIX	cups	FIX	cups	Y
xuia	14	xi,suit	GARBAGE		GARBAGE		Y
eneneeeee	14		GARBAGE		GARBAGE		Y
cwric	14	ceric	FIX	ceric	GARBAGE		N
eeeneeeeee	14		GARBAGE		GARBAGE		Y
nenenee	14		GARBAGE		GARBAGE		Y
nachand	14	nathan,backhand	FIX	nathan	NAME	Nachand	N
misadjustment	14	maladjustment	FIX	maladjustment	FIX	maladjustment	Y
jughandle	14		KEEP	jughandle	KEEP	jughandle	Y
prograra	14	program,programs	FIX	program	FIX	program	Y
diethylthiambutene	14		GARBAGE		KEEP	diethylthiambutene	N
quadriweekly	14		GARBAGE		KEEP	quadriweekly	N
busline	14	outline,baseline	KEEP	busline	FIX	bus line	N
gillichthys	14		GARBAGE		KEEP	gillichthys	N
stepe	14	step,steps	FIX	step	FIX	step	Y
fishlife	14	fishwife	GARBAGE		GARBAGE		Y
piperidy	14	piperine	FIX	piperine	GARBAGE		N
cwda	14	coda	FIX	coda	GARBAGE		N
sicita	14	silica,dicta	FIX	silica	FIX	silica	Y
nonduplicative	14		GARBAGE		KEEP	nonduplicative	N
vemiuta	14		GARBAGE		GARBAGE		Y
nonaided	14	confided,unaided	FIX	unaided	KEEP	nonaided	N
pemhca	14	pemba,pemican	GARBAGE		GARBAGE		Y
mojonnier	14	moonier	GARBAGE		NAME	Mojonnier	N
bonent	14	bonnet	FIX	bonnet	FIX	bonnet	Y
bayfair-east	14		NAME	Bayfair-East	NAME	Bayfair-East	Y
nonclaiming	14		GARBAGE		KEEP	nonclaiming	N
apportionate	14		GARBAGE		KEEP	apportionate	N
xhia	14	shia	FIX	shia	GARBAGE		N
nonrefrigerated	14	unrefrigerated	FIX	unrefrigerated	KEEP	nonrefrigerated	N
xxiiird	14		GARBAGE		KEEP	xxiiird	N
nonconformities	14		KEEP	nonconformities	KEEP	nonconformities	Y
ocss	14	coss	FIX	coss	GARBAGE		N
nondistressed	14	undistressed	FIX	undistressed	KEEP	nondistressed	N
liabili	13	liability,liable	FIX	liability	FIX	liability	Y
thorize	13	theorize,thorite	GARBAGE		FIX	authorize	N
teeee	13	teepee,tepee	FIX	teepee	GARBAGE		N
amenae	13	amebae,camenae	GARBAGE		GARBAGE		Y
clxxxi	13		KEEP	clxxxi	KEEP	clxxxi	Y
cclvii	13	calvin	NAME	calvin	KEEP	cclvii	N
viil	13	vial,vail	FIX	vial	FIX	viii	Y
cclxxii	13		KEEP	cclxxii	KEEP	cclxxii	Y
lxxviii	13		KEEP	lxxviii	KEEP	lxxviii	Y
ignated	13	ignited	FIX	ignited	FIX	designated	Y
tebama	13	team,teams	GARBAGE		GARBAGE		Y
deraigning	13	designing,draining	FIX	designing	FIX	deraigning	Y
eereee	13	serene,terete	GARBAGE		GARBAGE		Y
clxxxvi	13		KEEP	clxxxvi	KEEP	clxxxvi	Y
siaty-five	13		GARBAGE		FIX	sixty-five	N
cccl	13	cal,call	FIX	cal	KEEP	cccl	N
cxciii	13		KEEP	cxciii	KEEP	cxciii	Y
ccxl	13	cal,call	FIX	cal	KEEP	ccxl	N
duectors	13	directors,electors	FIX	directors	FIX	directors	Y
dntics	13	antics	GARBAGE		FIX	antics	N
zood	13	food,good	FIX	good	FIX	good	Y
srcerion	13		GARBAGE		GARBAGE		Y
pnty	13	pity,panty	FIX	pity	FIX	pity	Y
enenes	13	events,engines	FIX	events	GARBAGE		N
ofivers	13	fivers	GARBAGE		FIX	officers	N
dend	13	end,deed	FIX	end	FIX	deed	Y
betes	13	bees,bates	GARBAGE		FIX	betes	N
oflicio	13		GARBAGE		FIX	officio	N
sicty-one	13		GARBAGE		FIX	sixty-one	N
streetim	13	street,streets	FIX	street	FIX	street	Y
tnvestiga	13		GARBAGE		FIX	investigate	N
blarch	13	larch,blanch	FIX	larch	FIX	larch	Y
uorth	13	forth,north	FIX	north	FIX	forth	Y
cxxii	13		KEEP	cxxii	KEEP	cxxii	Y
cxxvii	13		KEEP	cxxvii	KEEP	cxxvii	Y
tisement	13	easement,tenement	FIX	easement	FIX	advertisement	Y
dainages	13	damages,drainage	FIX	damages	FIX	damages	Y
denomi	13	denote,genome	GARBAGE		FIX	denominations	N
scuate	13	acuate,scutate	GARBAGE		GARBAGE		Y
puper	13	paper,super	FIX	paper	FIX	paper	Y
cuard	13	card,guard	FIX	card	FIX	guard	Y
gomg	13	gong,gog	GARBAGE		FIX	going	N
oltice	13	office,notice	FIX	office	FIX	office	Y
tioners	13	toners	GARBAGE		FIX	petitioners	N
ilities	13	cities,utilities	FIX	utilities	FIX	utilities	Y
insuffi	13		GARBAGE		FIX	insufficient	N
melodeons	13	melodeon	FIX	melodeon	KEEP	melodeons	N
clescribed	13	prescribed,described	FIX	described	FIX	described	Y
appropnia	13		GARBAGE		FIX	appropriation	N
wnght	13	wight	KEEP	wnght	FIX	wright	N
sehoul	13	seoul	NAME	Seoul	FIX	school	N
coses	13	costs,cases	FIX	cases	FIX	costs	Y
rnonth	13	month,north	FIX	month	FIX	month	Y
eount	13	count,mount	FIX	count	FIX	count	Y
enllected	13	collected,elected	FIX	collected	FIX	collected	Y
venr	13	vent,ven	GARBAGE		FIX	year	N
nanies	13	nantes,navies	NAME	Nantes	FIX	names	N
uncremated	13	uncreated	FIX	uncreated	KEEP	uncremated	N
anaes	13	antes,anas	GARBAGE		GARBAGE		Y
notee	13	note,notes	FIX	note	FIX	notice	Y
cireu	13	care,fire	GARBAGE		FIX	circuit	N
unprofes	13	unproven,unproved	FIX	unproven	FIX	unprofessional	Y
ineffeet	13		GARBAGE		FIX	in effect	N
tecture	13	lecture,texture	FIX	lecture	FIX	architecture	Y
itera	13	item,term	FIX	item	FIX	inter	Y
subregistrars	13		NAME	subregistrars	KEEP	subregistrars	N
heensing	13	censing,sensing	GARBAGE		FIX	licensing	N
naking	13	making,taking	FIX	making	FIX	making	Y
stultorum	13		GARBAGE		KEEP	stultorum	N
jahor	13	labor,mayor	FIX	labor	FIX	labor	Y
publicad	13	publican	NAME	publican	GARBAGE		N
calhforma	13		GARBAGE		FIX	california	N
cral	13	cal,oral	FIX	oral	FIX	oral	Y
assesso	13	assessor,assess	FIX	assessor	FIX	assessor	Y
ticn	13	tin,tics	GARBAGE		FIX	tion	N
neous	13	nous,nexus	FIX	nous	GARBAGE		N
fonstitu	13		GARBAGE		FIX	constitute	N
sance	13	since,nance	FIX	since	FIX	nuisance	Y
swect	13	sect,sweet	FIX	sect	FIX	select	Y
ciltapter	13		GARBAGE		FIX	chapter	N
acent	13	agent,cent	FIX	agent	FIX	adjacent	Y
survevors	13	survivors,surveyors	FIX	survivors	FIX	surveyors	Y
slative	13	elative,stative	GARBAGE		FIX	legislative	N
providecl	13	provided,provide	FIX	provided	FIX	provided	Y
includmg	13	including,include	FIX	including	FIX	including	Y
showmg	13	shown,showing	FIX	showing	FIX	showing	Y
juty	13	july,duty	FIX	july	FIX	duty	Y
riore	13	more,prior	FIX	more	FIX	more	Y
esidence	13	evidence,residence	FIX	evidence	FIX	residence	Y
larity	13	parity,clarity	FIX	clarity	FIX	clarity	Y
monukka	13		GARBAGE		NAME	Monukka	N
nmission	13	mission,omission	FIX	mission	FIX	commission	Y
sints	13	sinks,sits	GARBAGE		FIX	stints	N
tionments	13	torments	GARBAGE		FIX	apportionments	N
ecpy	13	espy	GARBAGE		FIX	copy	N
nount	13	count,mount	FIX	count	FIX	mount	Y
subds	13	subs	FIX	subs	FIX	subdivisions	Y
fauure	13	failure,nature	FIX	failure	FIX	failure	Y
bankruptev	13	bankrupted	FIX	bankrupted	FIX	bankruptcy	Y
wauercas	13		GARBAGE		FIX	whereas	N
defmtion	13	demotion,deletion	FIX	demotion	FIX	definition	Y
redaa	13	redan	FIX	redan	GARBAGE		N
newarticle	13		KEEP	newarticle	FIX	new article	N
nscal	13	local,fiscal	FIX	local	FIX	fiscal	Y
seruce	13	spruce,seduce	FIX	spruce	FIX	service	Y
xitia	13	tia,rita	NAME	tia	GARBAGE		N
loyment	13	loment	GARBAGE		FIX	employment	N
ineludable	13	ineludible	FIX	ineludible	FIX	ineludible	Y
nonowners	13		GARBAGE		KEEP	nonowners	N
chnical	13	conical,cynical	FIX	cynical	FIX	technical	Y
nonprepaid	13		KEEP	nonprepaid	KEEP	nonprepaid	Y
ereeeee	13	freebee	GARBAGE		GARBAGE		Y
ejecucién	13		GARBAGE		FIX	ejecucion	N
forzosa	13	formosa	NAME	formosa	FIX	forzosa	N
cercidium	13	peridium	GARBAGE		KEEP	cercidium	N
awings	13	awnings,wings	FIX	awnings	FIX	awnings	Y
