token	freq	corrected	tier	sonnet_verdict	gemma_verdict
disere	15	disease	AUTO_SAFE	FIX	FIX
duily	15	duly	AUTO_SAFE	FIX	FIX
eeeneee	15		GARBAGE_FLAG	GARBAGE	GARBAGE
eligi	15	eligible	SONNET_FIX	FIX	GARBAGE
encum	15	encumbrance	SONNET_FIX	FIX	GARBAGE
enghsh	15	english	AUTO_SAFE	FIX	FIX
enurt	15	court	SONNET_FIX	FIX	FIX
erenene	15		GARBAGE_FLAG	GARBAGE	NAME
exeenting	15	excepting	SONNET_FIX	FIX	FIX
fisce	15	fisc	SONNET_FIX	FIX	GARBAGE
gatary	15		GARBAGE_FLAG	GARBAGE	GARBAGE
gnid	15	Enid	SONNET_NAME	NAME	GARBAGE
grpi	15	grip	AUTO_SAFE	FIX	FIX
hydesville	15	Hydesville	SONNET_NAME	NAME	NAME
ient	15	client	SONNET_FIX	FIX	FIX
inatter	15	matter	SONNET_FIX	FIX	FIX
inatters	15	matters	SONNET_FIX	FIX	GARBAGE
inseet	15	insect	SONNET_FIX	FIX	FIX
jurisdict	15	jurisdiction	SONNET_FIX	FIX	FIX
leshe	15	Leshe	SONNET_NAME	NAME	GARBAGE
luitwieler	15	Luitwieler	SONNET_NAME	NAME	GARBAGE
lxxxviii	15		KEEP	KEEP	KEEP
maae	15	made	AUTO_SAFE	FIX	FIX
mamme	15	mammae	SONNET_FIX	FIX	NAME
matiposa	15	Mariposa	SONNET_NAME	NAME	NAME
mitial	15	initial	AUTO_SAFE	FIX	FIX
muenter	15	Muenter	SONNET_NAME	NAME	FIX
neuces	15		GARBAGE_FLAG	GARBAGE	FIX
neunaber	15	Neunaber	SONNET_NAME	NAME	NAME
newseetion	15		GARBAGE_FLAG	GARBAGE	GARBAGE
noncollege	15		KEEP	KEEP	KEEP
noncommunications-related	15		KEEP	KEEP	GARBAGE
nondosage	15		KEEP	KEEP	GARBAGE
nonyard	15		GARBAGE_FLAG	GARBAGE	KEEP
ohleyer	15	Ohleyer	SONNET_NAME	NAME	GARBAGE
olema	15	Olema	SONNET_NAME	NAME	NAME
operatior	15	operation	SONNET_FIX	FIX	FIX
orestimba	15	Orestimba	SONNET_NAME	NAME	GARBAGE
pedrotti	15	Pedrotti	SONNET_NAME	NAME	NAME
pened	15	opened	AUTO_SAFE	FIX	FIX
pheresis	15	apheresis	AUTO_SAFE	FIX	FIX
piperidinocyclohexane	15		KEEP	KEEP	GARBAGE
piration	15	expiration	SONNET_FIX	FIX	FIX
pped	15	clipped	SONNET_FIX	FIX	GARBAGE
preapprentice	15		KEEP	KEEP	GARBAGE
precita	15	Precita	SONNET_NAME	NAME	FIX
proceding	15	proceeding	AUTO_SAFE	FIX	FIX
pursuar	15	pursuant	SONNET_FIX	FIX	GARBAGE
reeset	15	reset	AUTO_SAFE	FIX	FIX
replank	15	replant	AUTO_SAFE	FIX	FIX
resnit	15		GARBAGE_FLAG	GARBAGE	FIX
reusers	15		KEEP	KEEP	FIX
sbbem	15	seem	AUTO_SAFE	FIX	FIX
sced	15	sued	SONNET_FIX	FIX	FIX
scnute	15	statute	SONNET_FIX	FIX	FIX
seeeeeeee	15		GARBAGE_FLAG	GARBAGE	GARBAGE
seera	15	seer	AUTO_SAFE	FIX	FIX
seseee	15	lessee	SONNET_FIX	FIX	GARBAGE
siven	15	given	AUTO_SAFE	FIX	FIX
srcriox	15		GARBAGE_FLAG	GARBAGE	GARBAGE
ssary	15	necessary	SONNET_FIX	FIX	GARBAGE
ssorion	15	section	SONNET_FIX	FIX	NAME
stuls	15	stubs	AUTO_SAFE	FIX	FIX
subinit	15	submit	SONNET_FIX	FIX	FIX
subschedules	15		KEEP	KEEP	GARBAGE
suscol	15	Suscol	SONNET_NAME	NAME	GARBAGE
tender-meated	15		KEEP	KEEP	GARBAGE
therce	15	thence	SONNET_FIX	FIX	FIX
tioning	15	rationing	SONNET_FIX	FIX	GARBAGE
tracen	15	traced	SONNET_FIX	FIX	FIX
tributor	15	contributor	SONNET_FIX	FIX	FIX
unincorpo	15	unincorporated	SONNET_FIX	FIX	GARBAGE
usdva	15		GARBAGE_FLAG	GARBAGE	GARBAGE
vacquerel	15	Vacquerel	SONNET_NAME	NAME	NAME
vcting	15	voting	AUTO_SAFE	FIX	FIX
ventions	15	conventions	SONNET_FIX	FIX	FIX
veying	15	conveying	SONNET_FIX	FIX	GARBAGE
vious	15	previous	SONNET_FIX	FIX	FIX
vreated	15	created	AUTO_SAFE	FIX	FIX
wacreas	15	whereas	AUTO_SAFE	FIX	FIX
wauersas	15		GARBAGE_FLAG	GARBAGE	GARBAGE
whcle	15	whole	AUTO_SAFE	FIX	FIX
woless	15	unless	AUTO_SAFE	FIX	FIX
yment	15	payment	SONNET_FIX	FIX	FIX
admmstra	14	administration	SONNET_FIX	FIX	GARBAGE
advertismg	14	advertising	AUTO_SAFE	FIX	FIX
alloca	14	allocate	AUTO_SAFE	FIX	FIX
amenem	14	amended	AUTO_SAFE	FIX	FIX
apportionate	14		KEEP	KEEP	GARBAGE
appren	14	apprentice	SONNET_FIX	FIX	FIX
appropiia	14	appropriation	SONNET_FIX	FIX	GARBAGE
appropriawise	14		GARBAGE_FLAG	GARBAGE	GARBAGE
assessmer	14	assessment	AUTO_SAFE	FIX	FIX
astnet	14	assent	SONNET_FIX	FIX	FIX
bayfair-east	14	Bayfair-East	SONNET_NAME	NAME	NAME
billheads	14		KEEP	KEEP	GARBAGE
bonent	14	bonnet	AUTO_SAFE	FIX	FIX
breuner	14	Breuner	SONNET_NAME	NAME	NAME
bursed	14	reimbursed	SONNET_FIX	FIX	FIX
busline	14	bus line	SONNET_FIX	FIX	KEEP
cccccee	14		GARBAGE_FLAG	GARBAGE	GARBAGE
cccxx	14		KEEP	KEEP	GARBAGE
cciii	14		KEEP	KEEP	KEEP
cclxiv	14		KEEP	KEEP	KEEP
cclxx	14		KEEP	KEEP	GARBAGE
ccxii	14		KEEP	KEEP	GARBAGE
ccxiv	14		KEEP	KEEP	KEEP
cellaneous	14	miscellaneous	SONNET_FIX	FIX	GARBAGE
censee	14	licensee	SONNET_FIX	FIX	FIX
cereee	14		GARBAGE_FLAG	GARBAGE	GARBAGE
chargec	14	charged	SONNET_FIX	FIX	FIX
chauf	14	chauffeur	SONNET_FIX	FIX	FIX
clxxii	14		KEEP	KEEP	KEEP
clxxxii	14		KEEP	KEEP	KEEP
clxxxix	14		KEEP	KEEP	KEEP
clylp	14		GARBAGE_FLAG	GARBAGE	NAME
conservahon	14	conservation	AUTO_SAFE	FIX	FIX
containmg	14	containing	SONNET_FIX	FIX	FIX
cuact	14		GARBAGE_FLAG	GARBAGE	GARBAGE
cupas	14	cups	AUTO_SAFE	FIX	FIX
cwda	14		GARBAGE_FLAG	GARBAGE	FIX
cwric	14		GARBAGE_FLAG	GARBAGE	FIX
cxcv	14		KEEP	KEEP	KEEP
cxcvii	14		KEEP	KEEP	KEEP
cxxxvi	14		KEEP	KEEP	KEEP
cxxxviii	14		KEEP	KEEP	KEEP
diethylthiambutene	14		KEEP	KEEP	GARBAGE
disaffirmed	14		KEEP	KEEP	FIX
eeeneeeeee	14		GARBAGE_FLAG	GARBAGE	GARBAGE
eeer	14		GARBAGE_FLAG	GARBAGE	GARBAGE
eete	14		GARBAGE_FLAG	GARBAGE	GARBAGE
eneneeeee	14		GARBAGE_FLAG	GARBAGE	GARBAGE
eonneil	14	O'Neill	SONNET_NAME	NAME	NAME
ership	14	ownership	AUTO_SAFE	FIX	FIX
euled	14	ruled	AUTO_SAFE	FIX	FIX
eutting	14	cutting	AUTO_SAFE	FIX	FIX
exceuting	14	executing	AUTO_SAFE	FIX	FIX
fanding	14	funding	AUTO_SAFE	FIX	FIX
fifly-nine	14	fifty-nine	AUTO_SAFE	FIX	FIX
fifty-cighth	14	fifty-eighth	SONNET_FIX	FIX	GARBAGE
fishlife	14		GARBAGE_FLAG	GARBAGE	GARBAGE
fitle	14	title	AUTO_SAFE	FIX	FIX
fitng	14	filing	AUTO_SAFE	FIX	FIX
forty-fiftii	14	forty-fifth	AUTO_SAFE	FIX	FIX
gillichthys	14		KEEP	KEEP	GARBAGE
gioners	14	petitioners	SONNET_FIX	FIX	GARBAGE
gocs	14	goes	AUTO_SAFE	FIX	FIX
hearmes	14		GARBAGE_FLAG	GARBAGE	GARBAGE
hibiting	14	prohibiting	SONNET_FIX	FIX	FIX
horized	14	authorized	SONNET_FIX	FIX	GARBAGE
hsting	14	hosting	AUTO_SAFE	FIX	FIX
iability	14	liability	AUTO_SAFE	FIX	FIX
inacounty	14	in a county	SONNET_FIX	FIX	GARBAGE
indorsees	14		KEEP	KEEP	FIX
ippb	14		GARBAGE_FLAG	GARBAGE	GARBAGE
ision	14	vision	AUTO_SAFE	FIX	FIX
itahes	14	itches	AUTO_SAFE	FIX	FIX
jeneth	14	length	AUTO_SAFE	FIX	FIX
jevicd	14	levied	AUTO_SAFE	FIX	FIX
jies	14	ties	AUTO_SAFE	FIX	FIX
jughandle	14		KEEP	KEEP	KEEP
loara	14	Loara	SONNET_NAME	NAME	NAME
luckel	14		GARBAGE_FLAG	GARBAGE	FIX
misadjustment	14	maladjustment	AUTO_SAFE	FIX	FIX
mittees	14	committees	SONNET_FIX	FIX	GARBAGE
miums	14	premiums	SONNET_FIX	FIX	GARBAGE
moabi	14	Moabi	SONNET_NAME	NAME	NAME
mojonnier	14	Mojonnier	SONNET_NAME	NAME	GARBAGE
mscal	14	fiscal	SONNET_FIX	FIX	FIX
msuranee	14	insurance	SONNET_FIX	FIX	GARBAGE
munemori	14	Munemori	SONNET_NAME	NAME	NAME
munict	14	municipal	SONNET_FIX	FIX	FIX
mutolo	14		GARBAGE_FLAG	GARBAGE	GARBAGE
mvolved	14	involved	SONNET_FIX	FIX	FIX
nachand	14	Nachand	SONNET_NAME	NAME	FIX
nenenee	14		GARBAGE_FLAG	GARBAGE	GARBAGE
nently	14	gently	SONNET_FIX	FIX	FIX
neously	14	simultaneously	SONNET_FIX	FIX	FIX
nexation	14	annexation	SONNET_FIX	FIX	FIX
niember	14	member	AUTO_SAFE	FIX	FIX
nnee	14	knee	AUTO_SAFE	FIX	FIX
nonaided	14		KEEP	KEEP	FIX
nonclaiming	14		KEEP	KEEP	GARBAGE
noncohabiting	14		KEEP	KEEP	KEEP
nonconformities	14		KEEP	KEEP	KEEP
nonconsumptive	14		KEEP	KEEP	GARBAGE
nondistressed	14		KEEP	KEEP	FIX
nonduplicative	14		KEEP	KEEP	GARBAGE
nonlicensee	14		KEEP	KEEP	KEEP
nonpark	14		KEEP	KEEP	FIX
nonrefrigerated	14		KEEP	KEEP	FIX
nulk	14	bulk	AUTO_SAFE	FIX	FIX
ocss	14		GARBAGE_FLAG	GARBAGE	FIX
ofteers	14	officers	SONNET_FIX	FIX	FIX
onap	14		GARBAGE_FLAG	GARBAGE	FIX
orany	14		GARBAGE_FLAG	GARBAGE	GARBAGE
ownec	14	owned	SONNET_FIX	FIX	FIX
pauciflorus	14		KEEP	KEEP	GARBAGE
pemhca	14		GARBAGE_FLAG	GARBAGE	GARBAGE
piperidy	14		GARBAGE_FLAG	GARBAGE	FIX
plicant	14	applicant	SONNET_FIX	FIX	FIX
plice	14	police	AUTO_SAFE	FIX	FIX
ppoint	14	appoint	AUTO_SAFE	FIX	FIX
pranted	14	granted	AUTO_SAFE	FIX	FIX
praving	14	paving	AUTO_SAFE	FIX	FIX
preemets	14	preempts	AUTO_SAFE	FIX	FIX
prograra	14	program	AUTO_SAFE	FIX	FIX
proqian	14	program	SONNET_FIX	FIX	GARBAGE
protempore	14	pro-tempore	SONNET_FIX	FIX	KEEP
quadriweekly	14		KEEP	KEEP	GARBAGE
represcnicd	14	represented	AUTO_SAFE	FIX	FIX
rernain	14	remain	AUTO_SAFE	FIX	FIX
resewering	14		KEEP	FIX	FIX
resoluti	14	resolution	SONNET_FIX	FIX	FIX
retam	14	retain	SONNET_FIX	FIX	FIX
reurement	14	requirement	SONNET_FIX	FIX	GARBAGE
rohnerville	14	Rohnerville	SONNET_NAME	NAME	NAME
roneovieri	14		GARBAGE_FLAG	GARBAGE	GARBAGE
sarily	14	necessarily	AUTO_SAFE	FIX	FIX
sausal	14	Sausal	SONNET_NAME	NAME	GARBAGE
shanock	14	Hancock	SONNET_NAME	NAME	NAME
shect	14	sheet	AUTO_SAFE	FIX	FIX
sials	14	serials	SONNET_FIX	FIX	FIX
siaty-eight	14	sixty-eight	SONNET_FIX	FIX	FIX
sicita	14	silica	AUTO_SAFE	FIX	FIX
sixty-cighth	14	sixty-eighth	SONNET_FIX	FIX	GARBAGE
snown	14	known	SONNET_FIX	FIX	FIX
solstitialis	14		KEEP	KEEP	FIX
soners	14	prisoners	SONNET_FIX	FIX	GARBAGE
soupfin	14		KEEP	KEEP	FIX
stepe	14	step	AUTO_SAFE	FIX	FIX
tached	14	attached	SONNET_FIX	FIX	GARBAGE
tamiasciurus	14		KEEP	KEEP	NAME
tating	14	stating	SONNET_FIX	FIX	FIX
taxdeeded	14		KEEP	KEEP	GARBAGE
theretn	14	therein	SONNET_FIX	FIX	FIX
tionality	14	nationality	SONNET_FIX	FIX	FIX
tised	14	advertised	SONNET_FIX	FIX	FIX
towit	14	to-wit	SONNET_FIX	FIX	KEEP
twenty-sicth	14	twenty-sixth	AUTO_SAFE	FIX	FIX
ulation	14	regulation	SONNET_FIX	FIX	GARBAGE
vemiuta	14		GARBAGE_FLAG	GARBAGE	GARBAGE
vross	14	gross	AUTO_SAFE	FIX	FIX
waurreas	14	whereas	SONNET_FIX	FIX	FIX
wnting	14	writing	SONNET_FIX	FIX	FIX
xhia	14		GARBAGE_FLAG	GARBAGE	FIX
xil	14		GARBAGE_FLAG	GARBAGE	FIX
xuia	14		GARBAGE_FLAG	GARBAGE	GARBAGE
xviti	14		GARBAGE_FLAG	GARBAGE	GARBAGE
xxiiird	14		KEEP	KEEP	GARBAGE
acent	13	adjacent	SONNET_FIX	FIX	FIX
adcrc	13		GARBAGE_FLAG	GARBAGE	GARBAGE
amenae	13		GARBAGE_FLAG	GARBAGE	GARBAGE
anaes	13		GARBAGE_FLAG	GARBAGE	GARBAGE
appropnia	13	appropriation	SONNET_FIX	FIX	GARBAGE
assesso	13	assessor	AUTO_SAFE	FIX	FIX
awings	13	awnings	AUTO_SAFE	FIX	FIX
bankruptev	13	bankruptcy	SONNET_FIX	FIX	FIX
betes	13		KEEP	FIX	GARBAGE
blarch	13	larch	AUTO_SAFE	FIX	FIX
calhforma	13	california	SONNET_FIX	FIX	GARBAGE
camsi	13		GARBAGE_FLAG	GARBAGE	NAME
carbonitrile	13		KEEP	KEEP	GARBAGE
cccceeeeeeee	13		GARBAGE_FLAG	GARBAGE	GARBAGE
ccceeeeeeeee	13		GARBAGE_FLAG	GARBAGE	GARBAGE
cccl	13		KEEP	KEEP	FIX
cceeeeees	13		GARBAGE_FLAG	GARBAGE	GARBAGE
ccilts	13	gilts	SONNET_FIX	FIX	FIX
cclvii	13		KEEP	KEEP	NAME
cclxxii	13		KEEP	KEEP	KEEP
ccxl	13		KEEP	KEEP	FIX
ceeeeees	13		GARBAGE_FLAG	GARBAGE	GARBAGE
cercidium	13		KEEP	KEEP	GARBAGE
chlorhexadol	13		KEEP	KEEP	GARBAGE
chnical	13	technical	SONNET_FIX	FIX	FIX
ciltapter	13	chapter	SONNET_FIX	FIX	GARBAGE
cireu	13	circuit	SONNET_FIX	FIX	GARBAGE
clescribed	13	described	AUTO_SAFE	FIX	FIX
clxxxi	13		KEEP	KEEP	KEEP
clxxxvi	13		KEEP	KEEP	KEEP
coses	13	costs	SONNET_FIX	FIX	FIX
cral	13	oral	AUTO_SAFE	FIX	FIX
cuard	13	guard	SONNET_FIX	FIX	FIX
cxciii	13		KEEP	KEEP	KEEP
cxxii	13		KEEP	KEEP	KEEP
cxxvii	13		KEEP	KEEP	KEEP
czma	13		GARBAGE_FLAG	GARBAGE	NAME
dainages	13	damages	AUTO_SAFE	FIX	FIX
defmtion	13	definition	SONNET_FIX	FIX	FIX
dend	13	deed	SONNET_FIX	FIX	FIX
denomi	13	denominations	SONNET_FIX	FIX	GARBAGE
deraigning	13		KEEP	FIX	FIX
difenoxin	13		KEEP	KEEP	GARBAGE
dntics	13	antics	SONNET_FIX	FIX	GARBAGE
domiciliaries	13		KEEP	KEEP	GARBAGE
duectors	13	directors	AUTO_SAFE	FIX	FIX
ecpy	13	copy	SONNET_FIX	FIX	GARBAGE
eereee	13		GARBAGE_FLAG	GARBAGE	GARBAGE
ejecucién	13	ejecucion	SONNET_FIX	FIX	GARBAGE
eneeeeees	13		GARBAGE_FLAG	GARBAGE	GARBAGE
enenes	13		GARBAGE_FLAG	GARBAGE	FIX
enllected	13	collected	AUTO_SAFE	FIX	FIX
eount	13	count	AUTO_SAFE	FIX	FIX
eqquipme	13	equipment	SONNET_FIX	FIX	GARBAGE
ereeeee	13		GARBAGE_FLAG	GARBAGE	GARBAGE
esidence	13	residence	SONNET_FIX	FIX	FIX
fauure	13	failure	AUTO_SAFE	FIX	FIX
feederbus	13	feeder bus	SONNET_FIX	FIX	FIX
fonstitu	13	constitute	SONNET_FIX	FIX	GARBAGE
forzosa	13		KEEP	FIX	NAME
frago	13	Frago	SONNET_NAME	NAME	NAME
gomg	13	going	SONNET_FIX	FIX	GARBAGE
gsmpbc	13		GARBAGE_FLAG	GARBAGE	GARBAGE
heensing	13	licensing	SONNET_FIX	FIX	GARBAGE
ignated	13	designated	SONNET_FIX	FIX	FIX
ilities	13	utilities	AUTO_SAFE	FIX	FIX
incen	13	incentive	SONNET_FIX	FIX	GARBAGE
includmg	13	including	AUTO_SAFE	FIX	FIX
ineffeet	13	in effect	SONNET_FIX	FIX	GARBAGE
ineludable	13	ineludible	AUTO_SAFE	FIX	FIX
insuffi	13	insufficient	SONNET_FIX	FIX	GARBAGE
invoicable	13	inviolable	AUTO_SAFE	FIX	FIX
itera	13	inter	SONNET_FIX	FIX	FIX
iterm	13	item	SONNET_FIX	FIX	FIX
jahor	13	labor	AUTO_SAFE	FIX	FIX
juty	13	duty	SONNET_FIX	FIX	FIX
kapiloff	13	Kapiloff	SONNET_NAME	NAME	NAME
larity	13	clarity	AUTO_SAFE	FIX	FIX
liabili	13	liability	AUTO_SAFE	FIX	FIX
loyment	13	employment	SONNET_FIX	FIX	GARBAGE
lxxviii	13		KEEP	KEEP	KEEP
melodeons	13		KEEP	KEEP	FIX
monukka	13	Monukka	SONNET_NAME	NAME	GARBAGE
morpheridine	13		KEEP	KEEP	GARBAGE
naking	13	making	AUTO_SAFE	FIX	FIX
nalorphine	13		KEEP	KEEP	FIX
nanies	13	names	SONNET_FIX	FIX	NAME
neous	13		GARBAGE_FLAG	GARBAGE	FIX
newarticle	13	new article	SONNET_FIX	FIX	KEEP
nmission	13	commission	SONNET_FIX	FIX	FIX
nnes	13	ones	AUTO_SAFE	FIX	FIX
nonowners	13		KEEP	KEEP	GARBAGE
nonprepaid	13		KEEP	KEEP	KEEP
nonsuitability	13		KEEP	KEEP	FIX
nonuniformed	13		KEEP	KEEP	KEEP
notee	13	notice	SONNET_FIX	FIX	FIX
nount	13	mount	SONNET_FIX	FIX	FIX
nscal	13	fiscal	SONNET_FIX	FIX	FIX
ofivers	13	officers	SONNET_FIX	FIX	GARBAGE
oflicio	13	officio	SONNET_FIX	FIX	GARBAGE
oltice	13	office	AUTO_SAFE	FIX	FIX
planada	13	Planada	SONNET_NAME	NAME	NAME
pnty	13	pity	AUTO_SAFE	FIX	FIX
providecl	13	provided	AUTO_SAFE	FIX	FIX
publicad	13		GARBAGE_FLAG	GARBAGE	NAME
puper	13	paper	AUTO_SAFE	FIX	FIX
redaa	13		GARBAGE_FLAG	GARBAGE	FIX
rereference	13	reference	AUTO_SAFE	FIX	FIX
riore	13	more	AUTO_SAFE	FIX	FIX
rnonth	13	month	AUTO_SAFE	FIX	FIX
saltponds	13	Saltponds	SONNET_NAME	NAME	FIX
sance	13	nuisance	SONNET_FIX	FIX	FIX
scuate	13		GARBAGE_FLAG	GARBAGE	GARBAGE
sehoul	13	school	SONNET_FIX	FIX	NAME
seruce	13	service	SONNET_FIX	FIX	FIX
showmg	13	showing	AUTO_SAFE	FIX	FIX
siaty-five	13	sixty-five	SONNET_FIX	FIX	GARBAGE
sicty-one	13	sixty-one	SONNET_FIX	FIX	GARBAGE
sints	13	stints	SONNET_FIX	FIX	GARBAGE
slative	13	legislative	SONNET_FIX	FIX	GARBAGE
srcerion	13		GARBAGE_FLAG	GARBAGE	GARBAGE
streetim	13	street	AUTO_SAFE	FIX	FIX
stultorum	13		KEEP	KEEP	GARBAGE
subboard	13		KEEP	FIX	GARBAGE
subds	13	subdivisions	SONNET_FIX	FIX	FIX
subescrow	13		KEEP	KEEP	GARBAGE
subfranchisors	13		KEEP	KEEP	GARBAGE
subregistrars	13		KEEP	KEEP	NAME
sulfondiethylmethane	13		KEEP	KEEP	GARBAGE
supnenor	13	superior	SONNET_FIX	FIX	GARBAGE
survevors	13	surveyors	SONNET_FIX	FIX	FIX
swect	13	select	SONNET_FIX	FIX	FIX
tebama	13		GARBAGE_FLAG	GARBAGE	GARBAGE
tecture	13	architecture	SONNET_FIX	FIX	FIX
teeee	13		GARBAGE_FLAG	GARBAGE	FIX
telrad	13	Telrad	SONNET_NAME	NAME	FIX
thorize	13	authorize	SONNET_FIX	FIX	GARBAGE
ticn	13	tion	SONNET_FIX	FIX	GARBAGE
tioners	13	petitioners	SONNET_FIX	FIX	GARBAGE
tionments	13	apportionments	SONNET_FIX	FIX	GARBAGE
tisement	13	advertisement	SONNET_FIX	FIX	FIX
tnvestiga	13	investigate	SONNET_FIX	FIX	GARBAGE
uncremated	13		KEEP	KEEP	FIX
unprofes	13	unprofessional	SONNET_FIX	FIX	FIX
uorth	13	forth	SONNET_FIX	FIX	FIX
venr	13	year	SONNET_FIX	FIX	GARBAGE
viil	13	viii	SONNET_FIX	FIX	FIX
wauercas	13	whereas	SONNET_FIX	FIX	GARBAGE
wnght	13	wright	SONNET_FIX	FIX	KEEP
xitia	13		GARBAGE_FLAG	GARBAGE	NAME
zood	13	good	AUTO_SAFE	FIX	FIX
acetyluria	12		KEEP	KEEP	KEEP
adjutant-goneral	12	adjutant-general	SONNET_FIX	FIX	GARBAGE
administrahon	12	administration	AUTO_SAFE	FIX	FIX
afterbay	12		KEEP	KEEP	GARBAGE
alisos	12	Alisos	SONNET_NAME	NAME	NAME
annadel	12	Annadel	SONNET_NAME	NAME	NAME
appropriamuch	12		GARBAGE_FLAG	GARBAGE	GARBAGE
atomey	12	attorney	SONNET_FIX	FIX	FIX
ausencia	12		KEEP	KEEP	NAME
beneficiating	12		KEEP	KEEP	KEEP
benzethidine	12		KEEP	KEEP	GARBAGE
bercin	12	Berlin	SONNET_NAME	NAME	NAME
berrenda	12	Berrenda	SONNET_NAME	NAME	NAME
betameprodine	12		KEEP	KEEP	GARBAGE
betaprodine	12		KEEP	KEEP	GARBAGE
beverwil	12	Beverwil	SONNET_NAME	NAME	NAME
bifect	12	bisect	AUTO_SAFE	FIX	FIX
blec	12		GARBAGE_FLAG	GARBAGE	FIX
bufotenine	12		KEEP	KEEP	GARBAGE
calrforma	12	california	SONNET_FIX	FIX	NAME
camelorum	12		KEEP	KEEP	NAME
cardaria	12		KEEP	KEEP	GARBAGE
ccccx	12		KEEP	KEEP	GARBAGE
ccci	12		KEEP	KEEP	FIX
cccliv	12		KEEP	KEEP	GARBAGE
cclxvi	12		KEEP	KEEP	NAME
cclxxiv	12		KEEP	KEEP	NAME
cclxxx	12		KEEP	KEEP	NAME
ccxliv	12		KEEP	KEEP	GARBAGE
ccxlviii	12		KEEP	KEEP	NAME
ccxvi	12		KEEP	KEEP	GARBAGE
ccxviii	12		KEEP	KEEP	NAME
ccxxi	12		KEEP	KEEP	NAME
ccxxvi	12		KEEP	KEEP	NAME
ccxxx	12		KEEP	KEEP	GARBAGE
cebt	12	debt	AUTO_SAFE	FIX	FIX
ceeceeee	12		GARBAGE_FLAG	GARBAGE	GARBAGE
ceees	12		GARBAGE_FLAG	GARBAGE	GARBAGE
cerned	12	concerned	SONNET_FIX	FIX	GARBAGE
changeot	12	change	AUTO_SAFE	FIX	FIX
chitat	12	Chitat	SONNET_NAME	NAME	FIX
cleath	12	death	SONNET_FIX	FIX	GARBAGE
clxiii	12		KEEP	KEEP	NAME
clxxiv	12		KEEP	KEEP	NAME
collectod	12	collected	SONNET_FIX	FIX	FIX
comcommission	12	commission	SONNET_FIX	FIX	GARBAGE
commenda	12		KEEP	FIX	FIX
comof	12		GARBAGE_FLAG	GARBAGE	GARBAGE
compensn	12	compensation	SONNET_FIX	FIX	GARBAGE
conditiona	12	conditions	AUTO_SAFE	FIX	FIX
contnbu	12	contribute	SONNET_FIX	FIX	GARBAGE
cseeeee	12		GARBAGE_FLAG	GARBAGE	GARBAGE
culosis	12	tuberculosis	SONNET_FIX	FIX	FIX
cuoap	12	chapter	SONNET_FIX	FIX	GARBAGE
cxlvii	12		KEEP	KEEP	GARBAGE
cxviii	12		KEEP	KEEP	NAME
cxxxvii	12		KEEP	KEEP	GARBAGE
cymatogaster	12		KEEP	KEEP	GARBAGE
debellis	12	De Bellis	SONNET_NAME	NAME	NAME
decded	12	decided	AUTO_SAFE	FIX	FIX
demulsification	12		KEEP	KEEP	FIX
dences	12	evidences	SONNET_FIX	FIX	GARBAGE
dends	12	dividends	SONNET_FIX	FIX	FIX
depredating	12		KEEP	FIX	FIX
deukmebejian	12	Deukmejian	SONNET_NAME	NAME	NAME
didate	12	candidate	SONNET_FIX	FIX	FIX
dipipanone	12		KEEP	KEEP	GARBAGE
duphcative	12	duplicative	SONNET_FIX	FIX	FIX
ebild	12	child	SONNET_FIX	FIX	FIX
ecceeee	12		GARBAGE_FLAG	GARBAGE	GARBAGE
eeeeeeeeeeeeees	12		GARBAGE_FLAG	GARBAGE	GARBAGE
eeres	12		GARBAGE_FLAG	GARBAGE	GARBAGE
eftert	12	effect	SONNET_FIX	FIX	FIX
eify	12	edify	AUTO_SAFE	FIX	FIX
electroliers	12		KEEP	KEEP	FIX
eold	12	sold	AUTO_SAFE	FIX	FIX
equipimone	12	equipment	SONNET_FIX	FIX	GARBAGE
ereed	12	creed	SONNET_FIX	FIX	FIX
eseeeee	12		GARBAGE_FLAG	GARBAGE	GARBAGE
etce	12		KEEP	FIX	FIX
ewep	12		GARBAGE_FLAG	GARBAGE	FIX
excentive	12	executive	SONNET_FIX	FIX	FIX
fenal	12	penal	AUTO_SAFE	FIX	FIX
feso	12		GARBAGE_FLAG	GARBAGE	GARBAGE
fibng	12	filing	AUTO_SAFE	FIX	FIX
firc	12	fire	AUTO_SAFE	FIX	FIX
forins	12	florins	AUTO_SAFE	FIX	FIX
frizzelle	12	Frizzelle	SONNET_NAME	NAME	KEEP
furid	12	lurid	AUTO_SAFE	FIX	FIX
ghway	12	highway	AUTO_SAFE	FIX	FIX
gional	12	regional	AUTO_SAFE	FIX	FIX
givea	12	given	AUTO_SAFE	FIX	FIX
gressional	12	congressional	AUTO_SAFE	FIX	FIX
guperin	12		GARBAGE_FLAG	GARBAGE	NAME
herehv	12	hereby	AUTO_SAFE	FIX	FIX
hollibaugh	12	Hollibaugh	SONNET_NAME	NAME	NAME
icased	12	leased	SONNET_FIX	FIX	FIX
iiome	12	home	SONNET_FIX	FIX	FIX
imission	12	omission	SONNET_FIX	FIX	FIX
immunohematology	12		KEEP	KEEP	KEEP
imtative	12	imitative	AUTO_SAFE	FIX	FIX
ineet	12	inlet	SONNET_FIX	FIX	GARBAGE
inentioned	12	mentioned	SONNET_FIX	FIX	FIX
intercommunications	12		KEEP	KEEP	FIX
